current time 20230518_185959
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 2 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 250.737, depth loss = 71.649, time = 4.978
Epoch 0/30, Iter 10800/13548, lr 0.001000, train loss = 39.253, depth loss = 10.442, time = 0.551
Epoch 0/30, Iter 10850/13548, lr 0.001000, train loss = 6.033, depth loss = 1.404, time = 0.603
Epoch 0/30, Iter 10900/13548, lr 0.001000, train loss = 40.480, depth loss = 10.693, time = 0.621
Epoch 0/30, Iter 10950/13548, lr 0.001000, train loss = 46.810, depth loss = 13.184, time = 0.539
Epoch 0/30, Iter 11000/13548, lr 0.001000, train loss = 4.792, depth loss = 1.118, time = 0.652
Epoch 0/30, Iter 11050/13548, lr 0.001000, train loss = 9.920, depth loss = 2.435, time = 0.604
Epoch 0/30, Iter 11100/13548, lr 0.001000, train loss = 20.454, depth loss = 5.296, time = 0.593
Epoch 0/30, Iter 11150/13548, lr 0.001000, train loss = 22.196, depth loss = 5.786, time = 0.568
Epoch 0/30, Iter 11200/13548, lr 0.001000, train loss = 11.262, depth loss = 2.817, time = 0.617
Epoch 0/30, Iter 11250/13548, lr 0.001000, train loss = 27.477, depth loss = 7.522, time = 0.591
Epoch 0/30, Iter 11300/13548, lr 0.001000, train loss = 13.199, depth loss = 3.346, time = 0.605
Epoch 0/30, Iter 11350/13548, lr 0.001000, train loss = 21.981, depth loss = 5.930, time = 0.600
Epoch 0/30, Iter 11400/13548, lr 0.001000, train loss = 35.833, depth loss = 9.791, time = 0.621
Epoch 0/30, Iter 11450/13548, lr 0.001000, train loss = 9.066, depth loss = 2.176, time = 0.588
Epoch 0/30, Iter 11500/13548, lr 0.001000, train loss = 35.836, depth loss = 9.882, time = 0.562
Epoch 0/30, Iter 11550/13548, lr 0.001000, train loss = 35.352, depth loss = 9.726, time = 0.646
Epoch 0/30, Iter 11600/13548, lr 0.001000, train loss = 15.926, depth loss = 3.947, time = 0.592
Epoch 0/30, Iter 11650/13548, lr 0.001000, train loss = 14.725, depth loss = 3.853, time = 0.616
Epoch 0/30, Iter 11700/13548, lr 0.001000, train loss = 32.035, depth loss = 8.658, time = 0.617
Epoch 0/30, Iter 11750/13548, lr 0.001000, train loss = 64.082, depth loss = 17.555, time = 0.589
Epoch 0/30, Iter 11800/13548, lr 0.001000, train loss = 33.178, depth loss = 9.229, time = 0.593
Epoch 0/30, Iter 11850/13548, lr 0.001000, train loss = 22.004, depth loss = 5.942, time = 0.567
Epoch 0/30, Iter 11900/13548, lr 0.001000, train loss = 25.962, depth loss = 7.079, time = 0.593
Epoch 0/30, Iter 11950/13548, lr 0.001000, train loss = 18.533, depth loss = 5.055, time = 0.621
Epoch 0/30, Iter 12000/13548, lr 0.001000, train loss = 5.206, depth loss = 1.152, time = 0.555
Epoch 0/30, Iter 12050/13548, lr 0.001000, train loss = 20.293, depth loss = 5.232, time = 0.535
Epoch 0/30, Iter 12100/13548, lr 0.001000, train loss = 13.395, depth loss = 3.474, time = 0.599
Epoch 0/30, Iter 12150/13548, lr 0.001000, train loss = 8.010, depth loss = 2.007, time = 0.618
Epoch 0/30, Iter 12200/13548, lr 0.001000, train loss = 18.735, depth loss = 4.982, time = 0.577
Epoch 0/30, Iter 12250/13548, lr 0.001000, train loss = 19.254, depth loss = 4.722, time = 0.643
Epoch 0/30, Iter 12300/13548, lr 0.001000, train loss = 19.984, depth loss = 5.397, time = 0.596
Epoch 0/30, Iter 12350/13548, lr 0.001000, train loss = 10.274, depth loss = 2.684, time = 0.592
Epoch 0/30, Iter 12400/13548, lr 0.001000, train loss = 12.553, depth loss = 3.041, time = 0.622
Epoch 0/30, Iter 12450/13548, lr 0.001000, train loss = 9.243, depth loss = 2.325, time = 0.597
Epoch 0/30, Iter 12500/13548, lr 0.001000, train loss = 5.655, depth loss = 1.345, time = 0.590
Epoch 0/30, Iter 12550/13548, lr 0.001000, train loss = 12.686, depth loss = 3.198, time = 0.631
Epoch 0/30, Iter 12600/13548, lr 0.001000, train loss = 14.021, depth loss = 3.512, time = 0.609
Epoch 0/30, Iter 12650/13548, lr 0.001000, train loss = 14.197, depth loss = 3.813, time = 0.577
Epoch 0/30, Iter 12700/13548, lr 0.001000, train loss = 10.927, depth loss = 2.802, time = 0.598
Epoch 0/30, Iter 12750/13548, lr 0.001000, train loss = 9.152, depth loss = 2.205, time = 0.608
Epoch 0/30, Iter 12800/13548, lr 0.001000, train loss = 19.109, depth loss = 5.097, time = 0.580
Epoch 0/30, Iter 12850/13548, lr 0.001000, train loss = 57.572, depth loss = 16.204, time = 0.599
Epoch 0/30, Iter 12900/13548, lr 0.001000, train loss = 20.852, depth loss = 5.615, time = 0.618
Epoch 0/30, Iter 12950/13548, lr 0.001000, train loss = 16.875, depth loss = 4.470, time = 0.607
Epoch 0/30, Iter 13000/13548, lr 0.001000, train loss = 123.997, depth loss = 35.083, time = 0.632
Epoch 0/30, Iter 13050/13548, lr 0.001000, train loss = 12.625, depth loss = 3.284, time = 0.608
Epoch 0/30, Iter 13100/13548, lr 0.001000, train loss = 22.705, depth loss = 6.016, time = 0.613
Epoch 0/30, Iter 13150/13548, lr 0.001000, train loss = 25.572, depth loss = 6.944, time = 0.557
Epoch 0/30, Iter 13200/13548, lr 0.001000, train loss = 11.199, depth loss = 2.890, time = 0.593
Epoch 0/30, Iter 13250/13548, lr 0.001000, train loss = 13.204, depth loss = 3.410, time = 0.624
Epoch 0/30, Iter 13300/13548, lr 0.001000, train loss = 58.897, depth loss = 16.683, time = 0.557
Epoch 0/30, Iter 13350/13548, lr 0.001000, train loss = 32.648, depth loss = 8.940, time = 0.567
Epoch 0/30, Iter 13400/13548, lr 0.001000, train loss = 18.794, depth loss = 4.957, time = 0.546
Epoch 0/30, Iter 13450/13548, lr 0.001000, train loss = 18.621, depth loss = 5.011, time = 0.564
Epoch 0/30, Iter 13500/13548, lr 0.001000, train loss = 19.889, depth loss = 5.503, time = 0.537
Epoch 0/30, Iter 0/3773, test loss = nan, depth loss = nan, time = 0.292511
Epoch 0/30, Iter 50/3773, test loss = nan, depth loss = nan, time = 0.275650
Epoch 0/30, Iter 100/3773, test loss = nan, depth loss = nan, time = 0.296402
Epoch 0/30, Iter 150/3773, test loss = nan, depth loss = nan, time = 0.318242
Epoch 0/30, Iter 200/3773, test loss = nan, depth loss = nan, time = 0.273351
Epoch 0/30, Iter 250/3773, test loss = nan, depth loss = nan, time = 0.277290
Epoch 0/30, Iter 300/3773, test loss = nan, depth loss = nan, time = 0.295910
Epoch 0/30, Iter 350/3773, test loss = nan, depth loss = nan, time = 0.307307
Epoch 0/30, Iter 400/3773, test loss = nan, depth loss = nan, time = 0.277239
Epoch 0/30, Iter 450/3773, test loss = nan, depth loss = nan, time = 0.300091
Epoch 0/30, Iter 500/3773, test loss = nan, depth loss = nan, time = 0.313987
Epoch 0/30, Iter 550/3773, test loss = nan, depth loss = nan, time = 0.253572
Epoch 0/30, Iter 600/3773, test loss = nan, depth loss = nan, time = 0.302494
Epoch 0/30, Iter 650/3773, test loss = nan, depth loss = nan, time = 0.343259
Epoch 0/30, Iter 700/3773, test loss = nan, depth loss = nan, time = 0.279724
Epoch 0/30, Iter 750/3773, test loss = nan, depth loss = nan, time = 0.270676
Epoch 0/30, Iter 800/3773, test loss = nan, depth loss = nan, time = 0.310108
Epoch 0/30, Iter 850/3773, test loss = nan, depth loss = nan, time = 0.321057
Epoch 0/30, Iter 900/3773, test loss = nan, depth loss = nan, time = 0.296830
Epoch 0/30, Iter 950/3773, test loss = nan, depth loss = nan, time = 0.271073
Epoch 0/30, Iter 1000/3773, test loss = nan, depth loss = nan, time = 0.339157
Epoch 0/30, Iter 1050/3773, test loss = nan, depth loss = nan, time = 0.321979
Epoch 0/30, Iter 1100/3773, test loss = nan, depth loss = nan, time = 0.300916
Epoch 0/30, Iter 1150/3773, test loss = nan, depth loss = nan, time = 0.271644
Epoch 0/30, Iter 1200/3773, test loss = nan, depth loss = nan, time = 0.310459
Epoch 0/30, Iter 1250/3773, test loss = nan, depth loss = nan, time = 0.279048
Epoch 0/30, Iter 1300/3773, test loss = nan, depth loss = nan, time = 0.298372
Epoch 0/30, Iter 1350/3773, test loss = nan, depth loss = nan, time = 0.328407
Epoch 0/30, Iter 1400/3773, test loss = nan, depth loss = nan, time = 0.283758
Epoch 0/30, Iter 1450/3773, test loss = nan, depth loss = nan, time = 0.282537
Epoch 0/30, Iter 1500/3773, test loss = nan, depth loss = nan, time = 0.272685
Epoch 0/30, Iter 1550/3773, test loss = nan, depth loss = nan, time = 0.262368
Epoch 0/30, Iter 1600/3773, test loss = nan, depth loss = nan, time = 0.268631
Epoch 0/30, Iter 1650/3773, test loss = nan, depth loss = nan, time = 0.293664
Epoch 0/30, Iter 1700/3773, test loss = nan, depth loss = nan, time = 0.314993
Epoch 0/30, Iter 1750/3773, test loss = nan, depth loss = nan, time = 0.216305
Epoch 0/30, Iter 1800/3773, test loss = nan, depth loss = nan, time = 0.284654
Epoch 0/30, Iter 1850/3773, test loss = nan, depth loss = nan, time = 0.331340
Epoch 0/30, Iter 1900/3773, test loss = nan, depth loss = nan, time = 0.242951
Epoch 0/30, Iter 1950/3773, test loss = nan, depth loss = nan, time = 0.262287
Epoch 0/30, Iter 2000/3773, test loss = nan, depth loss = nan, time = 0.283453
Epoch 0/30, Iter 2050/3773, test loss = nan, depth loss = nan, time = 0.316929
Epoch 0/30, Iter 2100/3773, test loss = nan, depth loss = nan, time = 0.254879
Epoch 0/30, Iter 2150/3773, test loss = nan, depth loss = nan, time = 0.259134
Epoch 0/30, Iter 2200/3773, test loss = nan, depth loss = nan, time = 0.308951
Epoch 0/30, Iter 2250/3773, test loss = nan, depth loss = nan, time = 0.235282
Epoch 0/30, Iter 2300/3773, test loss = nan, depth loss = nan, time = 0.265104
Epoch 0/30, Iter 2350/3773, test loss = nan, depth loss = nan, time = 0.292240
Epoch 0/30, Iter 2400/3773, test loss = nan, depth loss = nan, time = 0.301224
Epoch 0/30, Iter 2450/3773, test loss = nan, depth loss = nan, time = 0.231753
Epoch 0/30, Iter 2500/3773, test loss = nan, depth loss = nan, time = 0.271895
Epoch 0/30, Iter 2550/3773, test loss = nan, depth loss = nan, time = 0.311570
Epoch 0/30, Iter 2600/3773, test loss = nan, depth loss = nan, time = 0.300118
Epoch 0/30, Iter 2650/3773, test loss = nan, depth loss = nan, time = 0.268352
Epoch 0/30, Iter 2700/3773, test loss = nan, depth loss = nan, time = 0.305073
Epoch 0/30, Iter 2750/3773, test loss = nan, depth loss = nan, time = 0.249672
Epoch 0/30, Iter 2800/3773, test loss = nan, depth loss = nan, time = 0.276694
Epoch 0/30, Iter 2850/3773, test loss = nan, depth loss = nan, time = 0.292597
Epoch 0/30, Iter 2900/3773, test loss = nan, depth loss = nan, time = 0.315269
Epoch 0/30, Iter 2950/3773, test loss = nan, depth loss = nan, time = 0.298687
Epoch 0/30, Iter 3000/3773, test loss = nan, depth loss = nan, time = 0.288070
Epoch 0/30, Iter 3050/3773, test loss = nan, depth loss = nan, time = 0.327652
Epoch 0/30, Iter 3100/3773, test loss = nan, depth loss = nan, time = 0.301992
Epoch 0/30, Iter 3150/3773, test loss = nan, depth loss = nan, time = 0.249689
Epoch 0/30, Iter 3200/3773, test loss = nan, depth loss = nan, time = 0.257380
Epoch 0/30, Iter 3250/3773, test loss = nan, depth loss = nan, time = 0.291256
Epoch 0/30, Iter 3300/3773, test loss = nan, depth loss = nan, time = 0.323350
Epoch 0/30, Iter 3350/3773, test loss = nan, depth loss = nan, time = 0.331843
Epoch 0/30, Iter 3400/3773, test loss = nan, depth loss = nan, time = 0.335089
Epoch 0/30, Iter 3450/3773, test loss = nan, depth loss = nan, time = 0.339864
Epoch 0/30, Iter 3500/3773, test loss = nan, depth loss = nan, time = 0.326756
Epoch 0/30, Iter 3550/3773, test loss = nan, depth loss = nan, time = 0.317123
Epoch 0/30, Iter 3600/3773, test loss = nan, depth loss = nan, time = 0.330599
Epoch 0/30, Iter 3650/3773, test loss = nan, depth loss = nan, time = 0.295507
Epoch 0/30, Iter 3700/3773, test loss = nan, depth loss = nan, time = 0.327458
Epoch 0/30, Iter 3750/3773, test loss = nan, depth loss = nan, time = 0.339321
avg_test_scalars: {'loss': nan, 'depth_loss': nan, 'abs_depth_error': nan, 'thres2mm_error': 0.0, 'thres4mm_error': 0.0, 'thres8mm_error': 0.0, 'thres14mm_error': 0.0, 'thres20mm_error': 0.0, 'thres2mm_abserror': 0.0, 'thres4mm_abserror': 0.0, 'thres8mm_abserror': 0.0, 'thres14mm_abserror': 0.0, 'thres20mm_abserror': 0.0, 'thres>20mm_abserror': 0.0}
Epoch 1:
Epoch 1/30, Iter 2/13548, lr 0.001000, train loss = 40.435, depth loss = 11.085, time = 0.649
Epoch 1/30, Iter 52/13548, lr 0.001000, train loss = 8.131, depth loss = 2.116, time = 0.578
Epoch 1/30, Iter 102/13548, lr 0.001000, train loss = 18.107, depth loss = 4.805, time = 0.633
Epoch 1/30, Iter 152/13548, lr 0.001000, train loss = 6.770, depth loss = 1.667, time = 0.624
Epoch 1/30, Iter 202/13548, lr 0.001000, train loss = 7.416, depth loss = 1.848, time = 0.578
Epoch 1/30, Iter 252/13548, lr 0.001000, train loss = 16.372, depth loss = 4.247, time = 0.591
Epoch 1/30, Iter 302/13548, lr 0.001000, train loss = 9.185, depth loss = 2.338, time = 0.606
Epoch 1/30, Iter 352/13548, lr 0.001000, train loss = 82.123, depth loss = 23.086, time = 0.607
Epoch 1/30, Iter 402/13548, lr 0.001000, train loss = 12.034, depth loss = 3.151, time = 0.635
current time 20230518_211046
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
current time 20230518_211051
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
current time 20230518_211111
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 251.128, depth loss = 71.774, time = 2.336
Epoch 0/30, Iter 50/13548, lr 0.000401, train loss = 248.516, depth loss = 70.666, time = 0.936
Epoch 0/30, Iter 100/13548, lr 0.000468, train loss = 108.150, depth loss = 29.743, time = 0.964
Epoch 0/30, Iter 150/13548, lr 0.000535, train loss = 115.980, depth loss = 32.927, time = 0.939
Epoch 0/30, Iter 200/13548, lr 0.000601, train loss = 114.504, depth loss = 31.395, time = 0.950
Epoch 0/30, Iter 250/13548, lr 0.000668, train loss = 130.959, depth loss = 37.162, time = 0.949
Epoch 0/30, Iter 300/13548, lr 0.000735, train loss = 114.185, depth loss = 32.377, time = 0.860
Epoch 0/30, Iter 350/13548, lr 0.000801, train loss = 109.782, depth loss = 30.962, time = 0.914
Epoch 0/30, Iter 400/13548, lr 0.000868, train loss = 124.840, depth loss = 35.233, time = 0.901
Epoch 0/30, Iter 450/13548, lr 0.000935, train loss = 90.517, depth loss = 25.729, time = 0.914
Epoch 0/30, Iter 500/13548, lr 0.001000, train loss = 158.382, depth loss = 45.030, time = 0.924
Epoch 0/30, Iter 550/13548, lr 0.001000, train loss = 114.342, depth loss = 32.399, time = 0.885
Epoch 0/30, Iter 600/13548, lr 0.001000, train loss = 170.071, depth loss = 48.070, time = 0.833
Epoch 0/30, Iter 650/13548, lr 0.001000, train loss = 205.606, depth loss = 57.835, time = 0.795
Epoch 0/30, Iter 700/13548, lr 0.001000, train loss = 130.311, depth loss = 37.373, time = 0.944
Epoch 0/30, Iter 750/13548, lr 0.001000, train loss = 90.741, depth loss = 25.282, time = 0.863
Epoch 0/30, Iter 800/13548, lr 0.001000, train loss = 78.874, depth loss = 22.182, time = 0.926
